language,BCP-47 code,ISO 639-3 code
Kpati,NaN,koc
Kodi,NaN,kod
Kacipo-Bale Suri,NaN,koe
Kubi,NaN,kof
Kogi,NaN,kog
Koyo,NaN,koh
Komi-Permyak,NaN,koi
Kol (Papua New Guinea),NaN,kol
Konzo,NaN,koo
Waube,NaN,kop
Kota (Gabon),NaN,koq
Korean,kor_Hang,kor
Kosraean,NaN,kos
Lagwan,NaN,kot
Koke,NaN,kou
Kudu-Camo,NaN,kov
Kugama,NaN,kow
Koyukon,NaN,koy
Korak,NaN,koz
Kutto,NaN,kpa
Mullu Kurumba,NaN,kpb
Curripaco,NaN,kpc
Koba,NaN,kpd
Komba,NaN,kpf
Kapingamarangi,NaN,kpg
Kplang,NaN,kph
Kofei,NaN,kpi
Karajá,NaN,kpj
Kpan,NaN,kpk
Kpala,NaN,kpl
Koho,NaN,kpm
Kepkiriwát,NaN,kpn
Ikposo,NaN,kpo
Korupun-Sela,NaN,kpq
Korafe-Yegha,NaN,kpr
Tehit,NaN,kps
Karata,NaN,kpt
Kafoa,NaN,kpu
Komi-Zyrian,NaN,kpv
Kobon,NaN,kpw
Mountain Koiali,NaN,kpx
Koryak,NaN,kpy
Kupsapiiny,NaN,kpz
Mum,NaN,kqa
Kovai,NaN,kqb
Doromu-Koki,NaN,kqc
Koy Sanjaq Surat,NaN,kqd
Kalagan,NaN,kqe
Kakabai,NaN,kqf
Khe,NaN,kqg
Koitabu,NaN,kqi
Koromira,NaN,kqj
Kotafon Gbe,NaN,kqk
Kyenele,NaN,kql
Khisa,NaN,kqm
Kaonde,NaN,kqn
Eastern Krahn,NaN,kqo
Kimré,NaN,kqp
Krenak,NaN,kqq
Kimaragang,NaN,kqr
Northern Kissi,NaN,kqs
Klias River Kadazan,NaN,kqt
Seroa,NaN,kqu
Okolod,NaN,kqv
Kandas,NaN,kqw
Mser,NaN,kqx
Koorete,NaN,kqy
Korana,NaN,kqz
Kumhali,NaN,kra
Karkin,NaN,krb
Karachay-Balkar,NaN,krc
Kairui-Midiki,NaN,krd
Panará,NaN,kre
Koro (Vanuatu),NaN,krf
Kurama,NaN,krh
Krio,NaN,kri
Kinaray-a,NaN,krj
Kerek,NaN,krk
Karelian,NaN,krl
Sapo,NaN,krn
Korop,NaN,krp
Krung,NaN,krr
Gbaya,NaN,krs
Tumari Kanuri,NaN,krt
Kurux,NaN,kru
Kavet,NaN,krv
Western Krahn,NaN,krw
Karon,NaN,krx
Kryts,NaN,kry
Sota Kanum,NaN,krz
Shambala,NaN,ksb
Southern Kalinga,NaN,ksc
Kuanua,NaN,ksd
Kuni,NaN,kse
Bafia,NaN,ksf
Kusaghe,NaN,ksg
Kölsch,NaN,ksh
Krisa,NaN,ksi
Uare,NaN,ksj
Kansa,NaN,ksk
Kumalu,NaN,ksl
Kumba,NaN,ksm
Kasiguranin,NaN,ksn
Kaba,NaN,ksp
Kwaami,NaN,ksq
Borong,NaN,ksr
"Kisi, Southern",NaN,kss
Winyé,NaN,kst
Khamyang,NaN,ksu
Kusu,NaN,ksv
S'gaw Karen,NaN,ksw
Kedang,NaN,ksx
Kharia Thar,NaN,ksy
Kodaku,NaN,ksz
Katua,NaN,kta
Kambaata,NaN,ktb
Kholok,NaN,ktc
Kukatha,NaN,ktd
Nubri,NaN,kte
Kwami,NaN,ktf
Kalkutung,NaN,ktg
Karanga,NaN,kth
North Muyu,NaN,kti
"Krumen, Plapo",NaN,ktj
Kaniet,NaN,ktk
Koroshi,NaN,ktl
Kurti,NaN,ktm
Karitiâna,NaN,ktn
Kuot,NaN,kto
Kaduo,NaN,ktp
South Muyu,NaN,kts
Ketum,NaN,ktt
Kituba (Democratic Republic of Congo),NaN,ktu
Eastern Katu,NaN,ktv
Kato,NaN,ktw
Kaxararí,NaN,ktx
Kango (Bas-Uélé District),NaN,kty
Juǀʼhoansi,NaN,ktz
Kwanyama,NaN,kua
Kutep,NaN,kub
Kwinsu,NaN,kuc
'Auhelawa,NaN,kud
Kuman,NaN,kue
Western Katu,NaN,kuf
Kupa,NaN,kug
Kushi,NaN,kuh
Kuikúro-Kalapálo,NaN,kui
Kuria,NaN,kuj
Kepo',NaN,kuk
Kulere,NaN,kul
Kumyk,NaN,kum
Kunama,NaN,kun
Kumukio,NaN,kuo
Kunimaipa,NaN,kup
Karipuna,NaN,kuq
Kusaal,NaN,kus
Kutenai,NaN,kut
Upper Kuskokwim,NaN,kuu
Kur,NaN,kuv
Kpagua,NaN,kuw
Kukatja,NaN,kux
Kuuku-Ya'u,NaN,kuy
Kunza,NaN,kuz
Bagvalal,NaN,kva
Kubu,NaN,kvb
Kove,NaN,kvc
Kui (Indonesia),NaN,kvd
Kalabakan,NaN,kve
Kabalai,NaN,kvf
Kuni-Boazi,NaN,kvg
Komodo,NaN,kvh
Kwang,NaN,kvi
Psikye,NaN,kvj
Kayaw,NaN,kvl
Kendem,NaN,kvm
"Kuna, Border",NaN,kvn
Dobel,NaN,kvo
Kompane,NaN,kvp
Geba Karen,NaN,kvq
Kerinci,NaN,kvr
Yinbaw Karen,NaN,kvu
Kola,NaN,kvv
Wersing,NaN,kvw
Parkari Koli,NaN,kvx
Yintale Karen,NaN,kvy
Tsaukambo,NaN,kvz
Dâw,NaN,kwa
Kwa,NaN,kwb
Likwala,NaN,kwc
Kwaio,NaN,kwd
Kwerba,NaN,kwe
Kwara’ae,NaN,kwf
Sara Kaba Deme,NaN,kwg
Kowiai,NaN,kwh
Awa-Cuaiquer,NaN,kwi
Kwanga,NaN,kwj
Kwakiutl,NaN,kwk
Kofyar,NaN,kwl
Kwambi,NaN,kwm
Kwangali,NaN,kwn
Kwomtari,NaN,kwo
Kodia,NaN,kwp
Kwer,NaN,kwr
Kwese,NaN,kws
Kwesten,NaN,kwt
Kwakum,NaN,kwu
Sara Kaba Náà,NaN,kwv
Kwinti,NaN,kww
Khirwar,NaN,kwx
San Salvador Kongo,NaN,kwy
Kwadi,NaN,kwz
Kairiru,NaN,kxa
Krobu,NaN,kxb
Konso,NaN,kxc
Brunei,NaN,kxd
Kawyaw,NaN,kxf
Karo (Ethiopia),NaN,kxh
Keningau Murut,NaN,kxi
Kulfa,NaN,kxj
Zayein Karen,NaN,kxk
"Khmer, Northern",NaN,kxm
Kanowit-Tanjong Melanau,NaN,kxn
Kanoé,NaN,kxo
Wadiyara Koli,NaN,kxp
Smärky Kanum,NaN,kxq
Koro (Papua New Guinea),NaN,kxr
Kangjia,NaN,kxs
Koiwat,NaN,kxt
Kuvi,NaN,kxv
Konai,NaN,kxw
Likuba,NaN,kxx
Kayong,NaN,kxy
Kerewo,NaN,kxz
Kwaya,NaN,kya
"Kalinga, Butbut",NaN,kyb
Kyaka,NaN,kyc
Karey,NaN,kyd
Krache,NaN,kye
Kouya,NaN,kyf
Keyagana,NaN,kyg
Karok,NaN,kyh
Kiput,NaN,kyi
Karao,NaN,kyj
Kamayo,NaN,kyk
Kalapuya,NaN,kyl
Northern Binukidnon,NaN,kyn
Klon,NaN,kyo
Kenga,NaN,kyq
Kuruáya,NaN,kyr
Baram Kayan,NaN,kys
Kayagar,NaN,kyt
"Kayah, Western",NaN,kyu
Kudmali,NaN,kyw
Rapoisi,NaN,kyx
Kambaira,NaN,kyy
Kayabí,NaN,kyz
Western Karaboro,NaN,kza
Kaibobo,NaN,kzb
Bondoukou Kulango,NaN,kzc
Kadai,NaN,kzd
"Kaili, Da’a",NaN,kzf
Kikai,NaN,kzg
Kelabit,NaN,kzi
Kazukuru,NaN,kzk
Kayeli,NaN,kzl
Kais,NaN,kzm
Kokola,NaN,kzn
Kaningi,NaN,kzo
Kaidipang,NaN,kzp
Kaike,NaN,kzq
Karang,NaN,kzr
Sugut Dusun,NaN,kzs
Kayupulau,NaN,kzu
Komyandaret,NaN,kzv
Kamarian,NaN,kzx
Kango (Tshopo District),NaN,kzy
Kalabra,NaN,kzz
Southern Subanen,NaN,laa
Lacandon,NaN,lac
Ladino,NaN,lad
Pattani,NaN,lae
Lafofa,NaN,laf
Langi,NaN,lag
Lambya,NaN,lai
Lango,NaN,laj
Laka (Nigeria),NaN,lak
Lalia,NaN,lal
Lamba,NaN,lam
Laru,NaN,lan
Lao,lao_Laoo,lao
Laka (Chad),NaN,lap
Qabiao,NaN,laq
Larteh,NaN,lar
Lama,NaN,las
Latin,NaN,lat
Latvian,NaN,lav
Lauje,NaN,law
Tiwa,NaN,lax
Aribwatsa,NaN,laz
Label,NaN,lbb
Lakkia,NaN,lbc
Lak,NaN,lbe
Tinani,NaN,lbf
Ladakhi,NaN,lbj
Central Bontok,NaN,lbk
Libon Bikol,NaN,lbl
Lodhi,NaN,lbm
Rmeet,NaN,lbn
Laven,NaN,lbo
Wampar,NaN,lbq
Lohorung,NaN,lbr
Lachi,NaN,lbt
Labu,NaN,lbu
Lavatbura-Lamusong,NaN,lbv
Tolaki,NaN,lbw
Lawangan,NaN,lbx
Lamu-Lamu,NaN,lby
Lardil,NaN,lbz
Legenyem,NaN,lcc
Lola,NaN,lcd
Sekak,NaN,lce
Lubu,NaN,lcf
Luchazi,NaN,lch
Lisela,NaN,lcl
Tungag,NaN,lcm
"Lawa, Western",NaN,lcp
Luhu,NaN,lcq
Lisabata-Nuniali,NaN,lcs
Dũya,NaN,ldb
Luri,NaN,ldd
Lenyima,NaN,ldg
Lamja-Dengsa-Tola,NaN,ldh
Laari,NaN,ldi
Lemoro,NaN,ldj
Leelau,NaN,ldk
Kaan,NaN,ldl
Landoma,NaN,ldm
Loo,NaN,ldo
Tso,NaN,ldp
Lufu,NaN,ldq
Lega-Shabunda,NaN,lea
Lala-Bisa,NaN,leb
Leco,NaN,lec
Lendu,NaN,led
Lyélé,NaN,lee
Lelemi,NaN,lef
Lenje,NaN,leh
Lemio,NaN,lei
Lengola,NaN,lej
Leipon,NaN,lek
Lele (Democratic Republic of Congo),NaN,lel
Nomaande,NaN,lem
Leti (Cameroon),NaN,leo
Lepcha,NaN,lep
Lembena,NaN,leq
Lenkau,NaN,ler
Lese,NaN,les
Lesing-Gelimi,NaN,let
Kara (Papua New Guinea),NaN,leu
Lamma,NaN,lev
"Kaili, Ledo",NaN,lew
Luang,NaN,lex
Lemolang,NaN,ley
Lezghian,NaN,lez
Lefa,NaN,lfa
Lungga,NaN,lga
Laghu,NaN,lgb
Lugbara,NaN,lgg
Laghuu,NaN,lgh
Lengilu,NaN,lgi
Neverver,NaN,lgk
Wala,NaN,lgl
Lega-Mwenga,NaN,lgm
T'apo,NaN,lgn
Logba,NaN,lgq
Lengo,NaN,lgr
Pahi,NaN,lgt
Longgu,NaN,lgu
Ligenza,NaN,lgz
Laha (Viet Nam),NaN,lha
Laha (Indonesia),NaN,lhh
Lahu Shi,NaN,lhi
Lahul Lohar,NaN,lhl
Lhomi,NaN,lhm
Lahanan,NaN,lhn
Lhokpu,NaN,lhp
Mlahsö,NaN,lhs
Lo-Toga,NaN,lht
Lahu,NaN,lhu
"Limba, West-Central",NaN,lia
Likum,NaN,lib
Hlai,NaN,lic
Nyindrou,NaN,lid
Likila,NaN,lie
Limbu,NaN,lif
Ligbi,NaN,lig
Lihir,NaN,lih
Lika,NaN,lik
Lillooet,NaN,lil
Lingala,lin_Latn,lin
Liki,NaN,lio
Sekpele,NaN,lip
Libido,NaN,liq
Lisu,NaN,lis
Lithuanian,lit_Latn,lit
Logorik,NaN,liu
Liv,NaN,liv
Col,NaN,liw
Liabuku,NaN,lix
Banda-Bambari,NaN,liy
Libinza,NaN,liz
Golpa,NaN,lja
Rampi,NaN,lje
Laiyolo,NaN,lji
Li'o,NaN,ljl
Lampung Api,NaN,ljp
Yirandali,NaN,ljw
Yuru,NaN,ljx
Lakalei,NaN,lka
Lukabaras,NaN,lkb
Kucong,NaN,lkc
Lakondê,NaN,lkd
Kenyi,NaN,lke
Lakha,NaN,lkh
Laki,NaN,lki
Remun,NaN,lkj
Laeko-Libuat,NaN,lkl
Kalaamaya,NaN,lkm
Vure,NaN,lkn
Olukhayo,NaN,lko
Päri,NaN,lkr
Olushisa,NaN,lks
Lakota,NaN,lkt
Kungkari,NaN,lku
Lokoya,NaN,lky
Lala-Roba,NaN,lla
Lolo,NaN,llb
Lele (Guinea),NaN,llc
Ladin,NaN,lld
Lele (Papua New Guinea),NaN,lle
Hermit,NaN,llf
Lole,NaN,llg
Lamu,NaN,llh
Teke-Laali,NaN,lli
Lelak,NaN,llk
Lilau,NaN,lll
Lasalimu,NaN,llm
Lele,NaN,lln
North Efate,NaN,llp
Lolak,NaN,llq
Lau,NaN,llu
Lauan,NaN,llx
East Limba,NaN,lma
Merei,NaN,lmb
Limilngan,NaN,lmc
Lumun,NaN,lmd
Pévé,NaN,lme
South Lembata,NaN,lmf
Lamogai,NaN,lmg
Lombi,NaN,lmi
West Lembata,NaN,lmj
Lamkang,NaN,lmk
Hano,NaN,lml
Lambadi,NaN,lmn
Limbum,NaN,lmp
Lamatuka,NaN,lmq
Lamalera,NaN,lmr
Lamenu,NaN,lmu
Lomaiviti,NaN,lmv
Lake Miwok,NaN,lmw
Laimbue,NaN,lmx
Lamboya,NaN,lmy
Langbashe,NaN,lna
Mbalanhu,NaN,lnb
Lundayeh,NaN,lnd
Lanoh,NaN,lnh
Daantanai',NaN,lni
Leningitij,NaN,lnj
South Central Banda,NaN,lnl
Langam,NaN,lnm
Lorediakarkar,NaN,lnn
Lango (South Sudan),NaN,lno
Lamnso’,NaN,lns
Longuda,NaN,lnu
Lonzo,NaN,lnz
Loloda,NaN,loa
Lobi,NaN,lob
Inonhan,NaN,loc
Saluan,NaN,loe
Logol,NaN,lof
Logo,NaN,log
Narim,NaN,loh
Loma (Côte d'Ivoire),NaN,loi
Lou,NaN,loj
Loko,NaN,lok
Mongo,NaN,lol
Loma,NaN,lom
"Lomwe, Malawi",NaN,lon
Lombo,NaN,loo
Lopa,NaN,lop
Lobala,NaN,loq
Téén,NaN,lor
Loniu,NaN,los
Otuho,NaN,lot
Louisiana Creole,NaN,lou
Tampias Lobu,NaN,low
Loun,NaN,lox
Loke,NaN,loy
Lozi,NaN,loz
Lelepa,NaN,lpa
Lepki,NaN,lpe
Long Phuri Naga,NaN,lpn
Lipo,NaN,lpo
Lopit,NaN,lpx
Rara Bakati',NaN,lra
Northern Luri,NaN,lrc
Laurentian,NaN,lre
Laragia,NaN,lrg
Olumarachi,NaN,lri
Lari,NaN,lrl
Olumarama,NaN,lrm
Lorang,NaN,lrn
Laro,NaN,lro
Southern Yamphu,NaN,lrr
Larantuka Malay,NaN,lrt
Larevat,NaN,lrv
Lemerig,NaN,lrz
Lasgerdi,NaN,lsa
Lishana Deni,NaN,lsd
Lusengo,NaN,lse
Lish,NaN,lsh
Lacid,NaN,lsi
Saamya-Gwe,NaN,lsm
Aruop,NaN,lsr
Lasi,NaN,lss
Late Middle Chinese,NaN,ltc
Thur,NaN,lth
Leti (Indonesia),NaN,lti
Latundê,NaN,ltn
Tsotso,NaN,lto
Tachoni,NaN,lts
Latu,NaN,ltu
Luxembourgish,ltz_Latn,ltz
Luba-Lulua,NaN,lua
Luba-Katanga,NaN,lub
Aringa,NaN,luc
Ludian,NaN,lud
Luvale,NaN,lue
Laua,NaN,luf
Ganda,lug_Latn,lug
Luiseno,NaN,lui
Luna,NaN,luj
Lunanakha,NaN,luk
Olu'bo,NaN,lul
Luimbi,NaN,lum
Lunda,NaN,lun
Dholuo,NaN,luo
Luo,luo_Latn,luo
Lumbu,NaN,lup
Lucumi,NaN,luq
Laura,NaN,lur
Lushai,NaN,lus
Lushootseed,NaN,lut
Luwati,NaN,luv
Luo (Cameroon),NaN,luw
Southern Luri,NaN,luz
Maku'a,NaN,lva
Lavi,NaN,lvi
Lavukaleve,NaN,lvk
Standard Latvian,lvs_Latn,lvs
Levuka,NaN,lvu
Lwalu,NaN,lwa
Lewo Eleng,NaN,lwe
Wanga,NaN,lwg
White Lachi,NaN,lwh
Eastern Lawa,NaN,lwl
Laomian,NaN,lwm
Luwo,NaN,lwo
Lewotobi,NaN,lwt
Lawu,NaN,lwu
Lewo,NaN,lww
Lakurumau,NaN,lxm
Layakha,NaN,lya
Lyngngam,NaN,lyg
Luyana,NaN,lyn
Literary Chinese,NaN,lzh
Litzlitz,NaN,lzl
Leinong Naga,NaN,lzn
Laz,NaN,lzz
San Jerónimo Tecóatl Mazatec,NaN,maa
"Mazatec, San Jerónimo Tecóatl",NaN,maa-dialect_sanantonio
Yutanduchi Mixtec,NaN,mab
Madura,NaN,mad
Bo-Rukul,NaN,mae
Mafa,NaN,maf
Magahi,mag_Deva,mag
Marshallese,NaN,mah
Maithili,mai_Deva,mai
"Mazatec, Jalapa de Díaz",NaN,maj
Makasar,NaN,mak
Malayalam,mal_Mlym,mal
Mam,NaN,mam
"Mazatec, Chiquihuitlán",NaN,maq
Marathi,mar_Deva,mar
Masai,NaN,mas
San Francisco Matlatzinca,NaN,mat
Huautla Mazatec,NaN,mau
Sateré-Mawé,NaN,mav
Mampruli,NaN,maw
North Moluccan Malay,NaN,max
"Mazahua, Central",NaN,maz
Higaonon,NaN,mba
"Manobo, Western Bukidnon",NaN,mbb
Macushi,NaN,mbc
Dibabawon Manobo,NaN,mbd
Molale,NaN,mbe
Baba Malay,NaN,mbf
Mangseng,NaN,mbh
Ilianen Manobo,NaN,mbi
Nadëb,NaN,mbj
Malol,NaN,mbk
Maxakalí,NaN,mbl
Ombamba,NaN,mbm
Macaguán,NaN,mbn
Mbo (Cameroon),NaN,mbo
Malayo,NaN,mbp
Maisin,NaN,mbq
Nukak Makú,NaN,mbr
Sarangani Manobo,NaN,mbs
"Manobo, Matigsalug",NaN,mbt
Mbula-Bwazza,NaN,mbu
Mbulungish,NaN,mbv
Maring,NaN,mbw
Mari (East Sepik Province),NaN,mbx
Memoni,NaN,mby
"Mixtec, Amoltepec",NaN,mbz
Maka,NaN,mca
Matsigenka,NaN,mcb
Bitur,NaN,mcc
Sharanahua,NaN,mcd
Itundujia Mixtec,NaN,mce
Matsés,NaN,mcf
Mapoyo,NaN,mcg
Maquiritari,NaN,mch
Mese,NaN,mci
Mvanip,NaN,mcj
Mbunda,NaN,mck
Macaguaje,NaN,mcl
Malaccan Creole Portuguese,NaN,mcm
Masana,NaN,mcn
"Mixe, Coatlán",NaN,mco
Makaa,NaN,mcp
Ese,NaN,mcq
Menya,NaN,mcr
Mambai,NaN,mcs
Mengisa,NaN,mct
"Mambila, Cameroon",NaN,mcu
Minanibai,NaN,mcv
Mawa (Chad),NaN,mcw
Mpiemo,NaN,mcx
South Watut,NaN,mcy
Mawan,NaN,mcz
Mada,NaN,mda
Morigi,NaN,mdb
Male (Papua New Guinea),NaN,mdc
Mbum,NaN,mdd
Maba (Chad),NaN,mde
Moksha,NaN,mdf
Massalat,NaN,mdg
Maguindanaon,NaN,mdh
Mamvu,NaN,mdi
Mangbetu,NaN,mdj
Mangbutu,NaN,mdk
Mayogo,NaN,mdm
Mbati,NaN,mdn
Mbala,NaN,mdp
Mbole,NaN,mdq
Mandar,NaN,mdr
Maria (Papua New Guinea),NaN,mds
Mbere,NaN,mdt
Mboko,NaN,mdu
"Mixtec, Santa Lucía Monteverde",NaN,mdv
Mbosi,NaN,mdw
Dizin,NaN,mdx
Male,NaN,mdy
Suruí Do Pará,NaN,mdz
Menka,NaN,mea
Ikobi,NaN,meb
Marra,NaN,mec
Melpa,NaN,med
Mengen,NaN,mee
Megam,NaN,mef
Southwestern Tlaxiaco Mixtec,NaN,meh
Midob,NaN,mei
Meyah,NaN,mej
Mekeo,NaN,mek
Central Melanau,NaN,mel
Mangala,NaN,mem
Mende,NaN,men
Kedah Malay,NaN,meo
Miriwoong,NaN,mep
Merey,NaN,meq
Meru,NaN,mer
Masmaje,NaN,mes
Mato,NaN,met
Motu,NaN,meu
Maan,NaN,mev
Maaka,NaN,mew
Hassaniyya,NaN,mey
Menominee,NaN,mez
Pattani Malay,NaN,mfa
Bangka,NaN,mfb
Mba,NaN,mfc
Mendankwe-Nkwen,NaN,mfd
Morisyen,NaN,mfe
Naki,NaN,mff
Mogofin,NaN,mfg
Matal,NaN,mfh
Wandala,NaN,mfi
Mefele,NaN,mfj
"Mofu, North",NaN,mfk
Putai,NaN,mfl
Marghi South,NaN,mfm
Cross River Mbembe,NaN,mfn
Mbe,NaN,mfo
Makassar Malay,NaN,mfp
Moba,NaN,mfq
Marrithiyel,NaN,mfr
Mokerang,NaN,mft
Mbwela,NaN,mfu
Mandjak,NaN,mfv
Mulaha,NaN,mfw
Melo,NaN,mfx
Mayo,NaN,mfy
Mabaan,NaN,mfz
Mararit,NaN,mgb
Morokodo,NaN,mgc
Moru,NaN,mgd
Mango,NaN,mge
Maklew,NaN,mgf
Mpumpong,NaN,mgg
Makhuwa-Meetto,NaN,mgh
Lijili,NaN,mgi
Abureni,NaN,mgj
Mawes,NaN,mgk
Maleu-Kilenge,NaN,mgl
Mambae,NaN,mgm
Mbangi,NaN,mgn
Meta’,NaN,mgo
Eastern Magar,NaN,mgp
Malila,NaN,mgq
Mambwe-Lungu,NaN,mgr
Manda (Tanzania),NaN,mgs
Mongol,NaN,mgt
Mailu,NaN,mgu
Matengo,NaN,mgv
Matumbi,NaN,mgw
Mbunga,NaN,mgy
Mbugwe,NaN,mgz
Manda (India),NaN,mha
Mahongwe,NaN,mhb
Mocho,NaN,mhc
Mbugu,NaN,mhd
Mah Meri,NaN,mhe
Mamaa,NaN,mhf
Margu,NaN,mhg
Ma’di,NaN,mhi
Mogholi,NaN,mhj
Mungaka,NaN,mhk
Mauwake,NaN,mhl
Makhuwa-Moniga,NaN,mhm
Mócheno,NaN,mhn
Mashi (Zambia),NaN,mho
Balinese Malay,NaN,mhp
Mandan,NaN,mhq
"Mari, Meadow",NaN,mhr
Buru (Indonesia),NaN,mhs
Mandahuaca,NaN,mht
Digaro-Mishmi,NaN,mhu
Mbukushu,NaN,mhw
Lhao Vo,NaN,mhx
Ma’anyan,NaN,mhy
Mor (Mor Islands),NaN,mhz
Miami,NaN,mia
"Mixtec, Atatlahuca",NaN,mib
Mi'kmaq,NaN,mic
Mandaic,NaN,mid
"Mixtec, Ocotepec",NaN,mie
Mofu-Gudur,NaN,mif
San Miguel El Grande Mixtec,NaN,mig
"Mixtec, Chayuco",NaN,mih
Chigmecatitlán Mixtec,NaN,mii
Mungbam,NaN,mij
Mikasuki,NaN,mik
"Mixtec, Peñoles",NaN,mil
"Mixtec, Alacatlatzala",NaN,mim
Minangkabau,NaN,min
"Mixtec, Pinotepa Nacional",NaN,mio
"Mixtec, Apasco-Apoala",NaN,mip
Mískito,NaN,miq
Isthmus Mixe,NaN,mir
"Mixtec, Southern Puebla",NaN,mit
Cacaloxtepec Mixtec,NaN,miu
Akoye,NaN,miw
Mixtepec Mixtec,NaN,mix
"Mixtec, Ayutla",NaN,miy
"Mixtec, Coatzospan",NaN,miz
San Juan Colorado Mixtec,NaN,mjc
Northwest Maidu,NaN,mjd
Muskum,NaN,mje
Tu,NaN,mjg
Mwera (Nyasa),NaN,mjh
Kim Mun,NaN,mji
Mawak,NaN,mjj
Matukar,NaN,mjk
Mandeali,NaN,mjl
Medebur,NaN,mjm
Ma (Papua New Guinea),NaN,mjn
Malankuravan,NaN,mjo
Malapandaram,NaN,mjp
Malaryan,NaN,mjq
Malavedan,NaN,mjr
Miship,NaN,mjs
Sauria Paharia,NaN,mjt
Manna-Dora,NaN,mju
Mannan,NaN,mjv
Karbi,NaN,mjw
Mahali,NaN,mjx
Mahican,NaN,mjy
Majhi,NaN,mjz
Mbre,NaN,mka
Mal Paharia,NaN,mkb
Siliput,NaN,mkc
Macedonian,mkd_Cyrl,mkd
Mawchi,NaN,mke
Miya,NaN,mkf
Mak (China),NaN,mkg
Dhatki,NaN,mki
Mokilese,NaN,mkj
Byep,NaN,mkk
Mokole,NaN,mkl
Moklen,NaN,mkm
"Malay, Kupang",NaN,mkn
Mingang Doso,NaN,mko
Moikodi,NaN,mkp
Bay Miwok,NaN,mkq
Malas,NaN,mkr
Silacayoapan Mixtec,NaN,mks
Vamale,NaN,mkt
Konyanka Maninka,NaN,mku
Mafea,NaN,mkv
Kituba (Congo),NaN,mkw
Kinamiging Manobo,NaN,mkx
East Makian,NaN,mky
Makasae,NaN,mkz
Malo,NaN,mla
Mbule,NaN,mlb
Cao Lan,NaN,mlc
Manambu,NaN,mle
Mal,NaN,mlf
Malagasy,NaN,mlg
Mape,NaN,mlh
Malimpung,NaN,mli
Miltu,NaN,mlj
Kiwilwana,NaN,mlk
Malua Bay,NaN,mll
Mulam,NaN,mlm
Malango,NaN,mln
Mlomp,NaN,mlo
Bargam,NaN,mlp
Western Maninkakan,NaN,mlq
Vame,NaN,mlr
Masalit,NaN,mls
Maltese,mlt_Latn,mlt
To'abaita,NaN,mlu
Mwotlap,NaN,mlv
Moloko,NaN,mlw
Naha'ai,NaN,mlx
Malaynon,NaN,mlz
Mama,NaN,mma
Momina,NaN,mmb
Michoacán Mazahua,NaN,mmc
Maonan,NaN,mmd
Mae,NaN,mme
Mundat,NaN,mmf
"Ambrym, North",NaN,mmg
Mehináku,NaN,mmh
Musar,NaN,mmi
Majhwar,NaN,mmj
Mukha-Dora,NaN,mmk
Man Met,NaN,mml
Maii,NaN,mmm
Mamanwa,NaN,mmn
Mangga Buang,NaN,mmo
Siawi,NaN,mmp
Musak,NaN,mmq
Western Xiangxi Miao,NaN,mmr
Malalamai,NaN,mmt
Mmaala,NaN,mmu
Miriti,NaN,mmv
Emae,NaN,mmw
Madak,NaN,mmx
Migaama,NaN,mmy
Mabaale,NaN,mmz
Mbula,NaN,mna
Muna,NaN,mnb
Manchu,NaN,mnc
Mondé,NaN,mnd
Naba,NaN,mne
Mundani,NaN,mnf
Eastern Mnong,NaN,mng
Mono (Democratic Republic of Congo),NaN,mnh
Meitei,NaN,mni
Munji,NaN,mnj
Mandinka,NaN,mnk
Tiale,NaN,mnl
Mapena,NaN,mnm
Southern Mnong,NaN,mnn
Min Bei Chinese,NaN,mnp
Minriq,NaN,mnq
Mono (USA),NaN,mnr
Mansi,NaN,mns
Mer,NaN,mnu
Rennell-Bellona,NaN,mnv
Mon,NaN,mnw
Sougb,NaN,mnx
Manyawa,NaN,mny
Moni,NaN,mnz
Mwan,NaN,moa
Mocoví,NaN,moc
Montagnais,NaN,moe
Mongondow,NaN,mog
Mohawk,NaN,moh
Mboi,NaN,moi
Monzombo,NaN,moj
Morori,NaN,mok
Mangue,NaN,mom
Mongolian,NaN,mon
Monom,NaN,moo
"Maya, Mopán",NaN,mop
Mor (Bomberai Peninsula),NaN,moq
Moro,NaN,mor
Mòoré,NaN,mos
Barí,NaN,mot
Mogum,NaN,mou
Mohave,NaN,mov
Moi (Congo),NaN,mow
Molima,NaN,mox
Shekkacho,NaN,moy
Mukulu,NaN,moz
Mpoto,NaN,mpa
Mullukmulluk,NaN,mpb
Mangarrayi,NaN,mpc
Machinere,NaN,mpd
Majang,NaN,mpe
Marba,NaN,mpg
Maung,NaN,mph
Mpade,NaN,mpi
Wangkajunga,NaN,mpj
Mbara (Chad),NaN,mpk
Middle Watut,NaN,mpl
"Mixtec, Yosondúa",NaN,mpm
Mindiri,NaN,mpn
Miu,NaN,mpo
Migabac,NaN,mpp
Matís,NaN,mpq
Vangunu,NaN,mpr
Dadibi,NaN,mps
Mian,NaN,mpt
Makuráp,NaN,mpu
Mungkip,NaN,mpv
Mapidian,NaN,mpw
Misima-Panaeati,NaN,mpx
Mapia,NaN,mpy
Mpi,NaN,mpz
Maba (Indonesia),NaN,mqa
Mbuko,NaN,mqb
Mangole,NaN,mqc
Matepi,NaN,mqe
Momuna,NaN,mqf
Kota Bangun Kutai Malay,NaN,mqg
Tlazoyaltepec Mixtec,NaN,mqh
Mariri,NaN,mqi
